sample_id,customerID,num_sample,test_name,receive_date,analysis_date,report_date,result
7958,41,86,Staph,2024-01-12,2024-02-06,2024-02-27,<1
7959,53,23,Listeria Mono,2024-01-09,2024-03-04,2024-03-15,Negative
7960,49,37,Ochratoxin,2024-02-20,2024-03-01,2024-03-06,816
7961,75,75,Total Coliform,2024-03-15,2024-03-15,2024-03-16,7833
7962,70,28,Ochratoxin,2024-03-05,2024-03-14,2024-03-16,<1
7963,66,49,EO157,2024-02-09,2024-02-29,2024-03-01,Negative
7964,88,30,Aflatoxin,2024-02-07,2024-02-26,2024-03-04,<1
7965,41,93,Mold,2024-02-23,2024-03-09,2024-03-16,<1
7966,19,22,Ochratoxin,2024-01-14,2024-02-05,2024-02-24,<1
7967,85,79,Yeast,2024-01-18,2024-02-19,2024-02-20,<1
7968,53,54,Total Coliform,2024-03-06,2024-03-14,2024-03-17,<1
7969,69,31,Total Coliform,2024-01-01,2024-03-04,2024-03-14,<1
7970,6,12,Staph,2024-02-25,2024-02-25,2024-03-06,<1
7971,87,14,Total Coliform,2024-01-12,2024-01-26,2024-02-09,8443
7972,94,19,Mold,2024-01-23,2024-01-24,2024-02-21,<1
7973,23,71,Staph,2024-01-12,2024-02-15,2024-02-24,1173
7974,31,87,Listeria Spp,2024-02-24,2024-02-28,2024-02-29,Negative
7975,86,40,Mold,2024-02-21,2024-02-29,2024-03-01,<1
7976,7,70,Mold,2024-02-18,2024-02-21,2024-02-26,<1
7977,66,45,Ochratoxin,2024-02-11,2024-03-03,2024-03-08,<1
7978,94,6,Aflatoxin,2024-01-09,2024-01-21,2024-03-05,<1
7979,98,29,Listeria Spp,2024-01-21,2024-02-06,2024-02-29,Positive
7980,8,15,E.Coli Count,2024-02-07,2024-02-21,2024-03-05,<1
7981,63,23,EO157,2024-03-09,2024-03-16,2024-03-17,Negative
7982,30,10,Aflatoxin,2024-03-03,2024-03-16,2024-03-17,<1
7983,65,54,Mold,2024-03-03,2024-03-17,2024-03-17,<1
7984,61,50,Mold,2024-01-28,2024-01-29,2024-03-04,<1
7985,66,83,Salmonella,2024-02-09,2024-02-09,2024-03-02,Negative
7986,25,77,Staph,2024-03-04,2024-03-12,2024-03-13,<1
7987,56,10,Total Coliform,2024-01-01,2024-01-27,2024-02-09,<1
7988,66,23,EO157,2024-02-21,2024-03-02,2024-03-02,Negative
7989,23,42,Yeast,2024-01-13,2024-03-15,2024-03-16,<1
7990,9,1,Mold,2024-03-06,2024-03-17,2024-03-17,<1
7991,100,64,EO157,2024-01-30,2024-02-26,2024-03-11,Negative
7992,28,69,Ochratoxin,2024-02-25,2024-02-25,2024-02-29,<1
7993,3,57,Mold,2024-01-27,2024-02-25,2024-03-17,<1
7994,98,34,Staph,2024-01-22,2024-03-07,2024-03-11,<1
7995,41,52,Ochratoxin,2024-01-05,2024-02-06,2024-02-14,<1
7996,26,74,Listeria Mono,2024-01-27,2024-03-08,2024-03-17,Negative
7997,4,17,Listeria Mono,2024-02-20,2024-03-01,2024-03-09,Negative
7998,77,98,Salmonella,2024-02-19,2024-03-16,2024-03-16,Negative
7999,39,26,Listeria Mono,2024-02-25,2024-02-28,2024-03-06,Negative
8000,86,75,Ochratoxin,2024-02-15,2024-02-18,2024-02-26,<1
8001,100,55,Ochratoxin,2024-02-05,2024-03-09,2024-03-13,<1
8002,13,1,Yeast,2024-01-13,2024-02-28,2024-03-06,<1
8003,50,21,EO157,2024-02-03,2024-02-18,2024-02-22,Negative
8004,45,31,Aflatoxin,2024-01-12,2024-01-30,2024-02-10,<1
8005,35,61,Enterobateria,2024-02-15,2024-02-24,2024-03-04,<1
8006,76,15,EO157,2024-02-02,2024-02-10,2024-03-02,Negative
8007,54,43,E.Coli Count,2024-02-29,2024-03-13,2024-03-16,<1
8008,90,92,E.Coli Count,2024-02-22,2024-03-08,2024-03-14,<1
8009,33,44,Yeast,2024-02-02,2024-02-18,2024-02-28,<1
8010,21,37,Listeria Spp,2024-03-03,2024-03-13,2024-03-13,Negative
8011,2,74,Staph,2024-01-25,2024-02-10,2024-03-14,<1
8012,8,57,Total Coliform,2024-01-29,2024-02-04,2024-02-10,<1
8013,81,46,Mold,2024-01-18,2024-01-18,2024-02-19,<1
8014,98,3,EO157,2024-01-13,2024-02-16,2024-03-15,Negative
8015,4,69,Listeria Mono,2024-01-28,2024-03-02,2024-03-09,Negative
8016,67,63,Listeria Spp,2024-02-08,2024-02-23,2024-02-28,Negative
8017,35,73,Yeast,2024-02-06,2024-03-02,2024-03-17,<1
8018,33,83,Total Coliform,2024-02-01,2024-02-18,2024-03-04,<1
8019,63,80,Aerobic Place Count,2024-01-01,2024-03-03,2024-03-06,<1
8020,20,47,EO157,2024-03-05,2024-03-06,2024-03-07,Negative
8021,63,33,Aerobic Place Count,2024-02-12,2024-02-12,2024-03-10,<1
8022,16,44,Mold,2024-01-02,2024-01-10,2024-02-06,8699
8023,16,81,E.Coli Count,2024-01-03,2024-02-18,2024-03-09,<1
8024,56,24,Staph,2024-01-06,2024-02-23,2024-02-29,<1
8025,45,81,Aflatoxin,2024-02-01,2024-02-11,2024-02-15,<1
8026,64,77,Mold,2024-01-11,2024-02-12,2024-02-17,<1
8027,74,38,Mold,2024-02-22,2024-02-28,2024-03-05,<1
8028,45,15,Listeria Mono,2024-01-12,2024-02-08,2024-03-06,Negative
8029,26,44,E.Coli Count,2024-02-16,2024-02-23,2024-02-25,<1
8030,48,84,Enterobateria,2024-01-22,2024-03-15,2024-03-15,3330
8031,12,89,Staph,2024-02-27,2024-02-28,2024-03-12,<1
8032,13,22,Ochratoxin,2024-01-06,2024-03-09,2024-03-15,<1
8033,92,38,Ochratoxin,2024-02-02,2024-02-25,2024-03-04,<1
8034,19,91,Enterobateria,2024-02-23,2024-03-08,2024-03-16,<1
8035,30,84,Enterobateria,2024-01-15,2024-02-29,2024-03-05,<1
8036,23,57,EO157,2024-01-08,2024-01-19,2024-02-11,Negative
8037,63,56,Ochratoxin,2024-01-19,2024-03-07,2024-03-10,<1
8038,63,16,Ochratoxin,2024-03-07,2024-03-17,2024-03-17,<1
8039,74,67,Enterobateria,2024-01-27,2024-02-24,2024-02-27,<1
8040,33,62,Total Coliform,2024-03-03,2024-03-06,2024-03-09,316
8041,72,60,Listeria Mono,2024-01-30,2024-03-08,2024-03-16,Negative
8042,56,61,Total Coliform,2024-02-28,2024-03-14,2024-03-15,<1
8043,90,84,Yeast,2024-01-09,2024-03-07,2024-03-07,<1
8044,33,49,Aerobic Place Count,2024-01-06,2024-02-24,2024-02-27,<1
8045,84,2,E.Coli Count,2024-02-14,2024-03-11,2024-03-13,<1
8046,99,81,Listeria Mono,2024-02-09,2024-03-10,2024-03-16,Negative
8047,25,32,Mold,2024-01-11,2024-02-21,2024-03-11,<1
8048,33,91,Aerobic Place Count,2024-01-25,2024-03-03,2024-03-04,<1
8049,19,16,Salmonella,2024-01-03,2024-01-20,2024-02-19,Negative
8050,13,52,EO157,2024-01-21,2024-02-23,2024-03-14,Negative
8051,52,46,Total Coliform,2024-01-09,2024-01-12,2024-03-13,<1
8052,77,31,Listeria Spp,2024-02-07,2024-02-17,2024-03-14,Negative
8053,19,56,Aerobic Place Count,2024-02-10,2024-02-13,2024-02-19,<1
8054,4,22,Yeast,2024-02-02,2024-02-05,2024-02-14,<1
8055,42,87,Aerobic Place Count,2024-03-05,2024-03-12,2024-03-16,<1
8056,45,35,Mold,2024-03-04,2024-03-17,2024-03-17,5344
8057,73,17,EO157,2024-01-27,2024-02-12,2024-02-20,Negative
8058,69,20,Enterobateria,2024-02-23,2024-03-14,2024-03-15,<1
8059,57,9,Aflatoxin,2024-01-24,2024-02-06,2024-02-21,<1
8060,63,80,Yeast,2024-03-08,2024-03-17,2024-03-17,63
8061,7,41,Enterobateria,2024-03-05,2024-03-05,2024-03-05,<1
8062,63,31,Ochratoxin,2024-02-27,2024-03-08,2024-03-10,<1
8063,88,31,Enterobateria,2024-03-07,2024-03-08,2024-03-15,1748
8064,83,10,EO157,2024-03-01,2024-03-15,2024-03-15,Negative
8065,78,66,Salmonella,2024-01-27,2024-03-08,2024-03-10,Negative
8066,54,60,Staph,2024-02-21,2024-03-05,2024-03-07,<1
8067,65,1,Enterobateria,2024-01-05,2024-02-01,2024-02-08,<1
8068,12,21,Aerobic Place Count,2024-03-01,2024-03-02,2024-03-14,<1
8069,61,13,Aflatoxin,2024-01-29,2024-03-08,2024-03-09,<1
8070,3,13,EO157,2024-01-01,2024-02-12,2024-02-20,Negative
8071,21,15,Salmonella,2024-01-25,2024-02-27,2024-03-04,Negative
8072,18,58,Enterobateria,2024-01-18,2024-02-15,2024-03-03,<1
8073,94,43,EO157,2024-01-24,2024-02-07,2024-02-15,Negative
8074,50,7,Ochratoxin,2024-01-19,2024-03-17,2024-03-17,<1
8075,78,93,Staph,2024-02-08,2024-03-06,2024-03-06,<1
8076,88,15,Aflatoxin,2024-01-25,2024-03-13,2024-03-16,<1
8077,22,30,Enterobateria,2024-02-09,2024-03-04,2024-03-07,<1
8078,69,92,Mold,2024-02-13,2024-02-22,2024-02-28,<1
8079,41,11,Staph,2024-01-29,2024-01-30,2024-02-13,<1
8080,79,84,Staph,2024-01-29,2024-02-18,2024-03-07,<1
8081,48,39,Enterobateria,2024-01-04,2024-01-13,2024-01-18,<1
8082,23,32,Total Coliform,2024-02-16,2024-02-21,2024-02-26,<1
8083,71,86,Enterobateria,2024-02-27,2024-03-02,2024-03-10,<1
8084,64,49,Aerobic Place Count,2024-01-14,2024-01-15,2024-03-14,<1
8085,68,63,Ochratoxin,2024-02-12,2024-03-14,2024-03-17,<1
8086,34,99,Aerobic Place Count,2024-01-24,2024-03-05,2024-03-14,<1
8087,78,35,Listeria Mono,2024-02-14,2024-02-20,2024-02-20,Negative
8088,7,21,E.Coli Count,2024-02-09,2024-02-15,2024-02-28,<1
8089,83,18,Staph,2024-01-30,2024-03-09,2024-03-15,<1
8090,48,22,Aerobic Place Count,2024-01-25,2024-01-31,2024-03-08,<1
8091,22,29,Yeast,2024-02-24,2024-03-17,2024-03-17,<1
8092,90,28,E.Coli Count,2024-03-09,2024-03-10,2024-03-11,<1
8093,83,33,EO157,2024-02-15,2024-02-22,2024-03-09,Negative
8094,33,24,Aerobic Place Count,2024-03-01,2024-03-15,2024-03-17,<1
8095,100,12,E.Coli Count,2024-03-05,2024-03-08,2024-03-08,<1
8096,2,64,Listeria Spp,2024-03-06,2024-03-10,2024-03-17,Negative
8097,62,28,Aerobic Place Count,2024-02-27,2024-03-10,2024-03-11,<1
8098,76,36,Ochratoxin,2024-02-11,2024-03-13,2024-03-14,<1
8099,54,9,Aflatoxin,2024-03-11,2024-03-16,2024-03-16,<1
8100,50,52,Yeast,2024-02-01,2024-03-03,2024-03-15,<1
8101,41,34,E.Coli Count,2024-02-07,2024-03-15,2024-03-17,<1
8102,32,29,Aflatoxin,2024-03-15,2024-03-17,2024-03-17,<1
8103,55,89,Ochratoxin,2024-01-18,2024-02-26,2024-02-29,5311
8104,53,59,EO157,2024-02-06,2024-03-17,2024-03-17,Negative
8105,64,93,Enterobateria,2024-02-03,2024-02-16,2024-03-04,<1
8106,77,76,Total Coliform,2024-01-14,2024-03-06,2024-03-14,<1
8107,100,18,Mold,2024-02-22,2024-03-07,2024-03-16,<1
8108,54,36,Enterobateria,2024-01-31,2024-03-05,2024-03-15,<1
8109,77,30,Aerobic Place Count,2024-02-20,2024-03-04,2024-03-11,<1
8110,2,53,Mold,2024-02-16,2024-03-01,2024-03-03,<1
8111,54,94,Salmonella,2024-01-26,2024-02-05,2024-02-17,Negative
8112,36,5,Listeria Spp,2024-01-21,2024-03-10,2024-03-17,Positive
8113,7,82,Total Coliform,2024-02-07,2024-03-09,2024-03-15,<1
8114,21,66,Yeast,2024-02-29,2024-03-04,2024-03-12,<1
8115,53,49,Salmonella,2024-02-12,2024-02-17,2024-03-13,Negative
8116,80,28,Staph,2024-02-22,2024-02-28,2024-03-04,<1
8117,56,31,Ochratoxin,2024-02-19,2024-03-12,2024-03-13,<1
8118,34,55,Enterobateria,2024-03-01,2024-03-04,2024-03-13,<1
8119,11,85,Enterobateria,2024-03-16,2024-03-17,2024-03-17,<1
8120,34,28,Staph,2024-01-25,2024-03-04,2024-03-12,<1
8121,20,25,Staph,2024-01-03,2024-03-07,2024-03-16,<1
8122,73,51,Total Coliform,2024-01-08,2024-02-28,2024-03-08,<1
8123,98,55,EO157,2024-02-29,2024-03-10,2024-03-10,Negative
8124,33,23,Listeria Spp,2024-02-26,2024-02-28,2024-03-14,Negative
8125,88,50,Salmonella,2024-01-01,2024-02-24,2024-03-12,Negative
8126,39,78,E.Coli Count,2024-01-08,2024-02-14,2024-03-14,<1
8127,69,93,Total Coliform,2024-01-27,2024-03-05,2024-03-07,2798
8128,7,56,Ochratoxin,2024-01-05,2024-03-06,2024-03-06,<1
8129,78,47,Total Coliform,2024-01-18,2024-01-29,2024-02-08,<1
8130,16,38,Listeria Spp,2024-02-06,2024-03-14,2024-03-17,Negative
8131,52,45,Total Coliform,2024-02-03,2024-03-08,2024-03-16,<1
8132,38,32,Ochratoxin,2024-01-19,2024-02-06,2024-02-19,<1
8133,22,48,E.Coli Count,2024-03-09,2024-03-13,2024-03-17,<1
8134,48,32,Mold,2024-01-17,2024-02-23,2024-03-10,<1
8135,49,25,Aflatoxin,2024-03-02,2024-03-11,2024-03-13,<1
8136,73,23,EO157,2024-01-15,2024-01-20,2024-01-26,Negative
8137,75,44,Aflatoxin,2024-01-28,2024-03-04,2024-03-11,<1
8138,61,32,Aflatoxin,2024-01-12,2024-01-18,2024-03-02,<1
8139,94,87,Yeast,2024-02-08,2024-02-22,2024-03-14,<1
8140,30,1,Aerobic Place Count,2024-02-13,2024-02-16,2024-02-20,<1
8141,17,57,Mold,2024-01-22,2024-02-09,2024-03-15,<1
8142,30,27,E.Coli Count,2024-01-16,2024-03-03,2024-03-07,<1
8143,71,7,E.Coli Count,2024-01-09,2024-03-08,2024-03-11,<1
8144,23,85,Yeast,2024-01-28,2024-02-02,2024-02-10,<1
8145,57,76,Aerobic Place Count,2024-03-13,2024-03-16,2024-03-16,<1
8146,20,8,Staph,2024-02-03,2024-03-14,2024-03-17,<1
8147,15,87,Total Coliform,2024-02-09,2024-03-08,2024-03-11,<1
8148,34,18,Total Coliform,2024-01-26,2024-02-04,2024-02-25,<1
8149,90,81,Staph,2024-01-30,2024-02-03,2024-02-17,1993
8150,1,6,Listeria Spp,2024-03-05,2024-03-11,2024-03-15,Negative
8151,16,69,Mold,2024-03-02,2024-03-07,2024-03-12,<1
8152,51,60,Mold,2024-02-07,2024-02-16,2024-03-04,<1
8153,65,2,Salmonella,2024-01-29,2024-03-14,2024-03-15,Positive
8154,19,57,Listeria Spp,2024-03-13,2024-03-16,2024-03-17,Negative
8155,40,27,Yeast,2024-02-21,2024-03-05,2024-03-11,<1
8156,98,49,Aerobic Place Count,2024-02-21,2024-03-06,2024-03-13,<1
8157,45,87,Yeast,2024-01-01,2024-02-06,2024-02-17,<1
8158,78,84,Aflatoxin,2024-02-07,2024-02-19,2024-03-05,<1
8159,42,64,Aflatoxin,2024-01-26,2024-02-15,2024-02-29,<1
8160,48,59,Aerobic Place Count,2024-01-03,2024-02-14,2024-02-15,<1
8161,98,64,Mold,2024-02-02,2024-02-17,2024-02-17,<1
8162,42,49,Yeast,2024-01-02,2024-01-08,2024-01-08,<1
8163,80,12,Aerobic Place Count,2024-02-18,2024-02-21,2024-03-09,<1
8164,66,43,Ochratoxin,2024-01-16,2024-02-18,2024-03-08,<1
8165,35,63,Aflatoxin,2024-01-25,2024-03-08,2024-03-14,<1
8166,66,1,E.Coli Count,2024-02-13,2024-02-16,2024-02-17,<1
8167,45,20,Listeria Mono,2024-01-17,2024-02-16,2024-03-14,Negative
8168,23,41,Yeast,2024-03-07,2024-03-12,2024-03-15,<1
8169,74,46,Aerobic Place Count,2024-03-12,2024-03-15,2024-03-15,<1
8170,34,67,Aflatoxin,2024-01-22,2024-01-22,2024-02-06,<1
8171,90,90,Ochratoxin,2024-01-11,2024-03-08,2024-03-15,<1
8172,52,86,Ochratoxin,2024-02-02,2024-02-09,2024-03-04,2737
8173,63,49,Aerobic Place Count,2024-03-06,2024-03-17,2024-03-17,<1
8174,14,85,Salmonella,2024-02-15,2024-03-04,2024-03-16,Negative
8175,100,74,Ochratoxin,2024-01-18,2024-02-09,2024-02-27,<1
8176,26,53,Salmonella,2024-02-29,2024-03-16,2024-03-16,Negative
8177,12,40,Enterobateria,2024-01-24,2024-03-17,2024-03-17,<1
8178,39,83,Yeast,2024-02-04,2024-02-28,2024-03-10,<1
8179,8,33,Staph,2024-01-15,2024-02-04,2024-02-20,<1
8180,1,17,Listeria Mono,2024-03-04,2024-03-11,2024-03-17,Negative
8181,54,89,Listeria Spp,2024-02-07,2024-03-17,2024-03-17,Negative
8182,34,37,Aflatoxin,2024-01-02,2024-02-29,2024-03-04,<1
8183,8,50,Yeast,2024-02-29,2024-03-06,2024-03-06,<1
8184,19,68,Enterobateria,2024-02-15,2024-03-06,2024-03-12,<1
8185,9,79,Listeria Mono,2024-01-17,2024-03-16,2024-03-17,Negative
8186,11,83,Mold,2024-02-04,2024-02-28,2024-03-10,<1
8187,45,22,Aflatoxin,2024-01-01,2024-01-01,2024-02-21,<1
8188,45,21,Mold,2024-02-23,2024-03-12,2024-03-12,<1
8189,79,47,EO157,2024-01-29,2024-03-14,2024-03-15,Negative
8190,83,100,Aerobic Place Count,2024-01-08,2024-02-15,2024-03-12,<1
8191,81,64,Ochratoxin,2024-02-28,2024-03-02,2024-03-15,<1
8192,18,8,Aerobic Place Count,2024-02-15,2024-03-14,2024-03-15,<1
8193,77,54,EO157,2024-01-21,2024-02-01,2024-03-14,Negative
8194,57,68,Yeast,2024-02-25,2024-02-25,2024-03-04,<1
8195,16,42,Listeria Spp,2024-02-03,2024-02-27,2024-03-13,Negative
8196,89,25,Total Coliform,2024-03-04,2024-03-09,2024-03-16,<1
8197,80,15,Mold,2024-02-17,2024-03-02,2024-03-10,<1
8198,96,7,Staph,2024-01-16,2024-01-29,2024-03-02,<1
8199,92,49,Total Coliform,2024-03-08,2024-03-08,2024-03-11,<1
8200,58,23,Aerobic Place Count,2024-01-20,2024-02-25,2024-03-05,<1
8201,41,2,Mold,2024-03-07,2024-03-17,2024-03-17,<1
8202,16,40,Total Coliform,2024-03-06,2024-03-11,2024-03-12,<1
8203,95,30,Listeria Spp,2024-01-21,2024-02-17,2024-02-17,Negative
8204,75,76,Enterobateria,2024-02-05,2024-03-17,2024-03-17,<1
8205,75,64,Mold,2024-03-11,2024-03-12,2024-03-12,<1
8206,37,74,Aflatoxin,2024-01-01,2024-03-04,2024-03-11,<1
8207,6,99,Salmonella,2024-01-14,2024-02-11,2024-02-13,Negative
8208,46,86,Yeast,2024-02-28,2024-03-17,2024-03-17,<1
8209,63,79,Listeria Spp,2024-02-01,2024-02-08,2024-02-29,Negative
8210,28,74,Listeria Mono,2024-01-03,2024-02-22,2024-02-26,Negative
8211,49,62,Total Coliform,2024-02-12,2024-03-15,2024-03-16,<1
8212,87,27,Enterobateria,2024-02-01,2024-03-06,2024-03-10,<1
8213,75,86,Mold,2024-03-17,2024-03-17,2024-03-17,<1
8214,29,93,Ochratoxin,2024-01-25,2024-03-01,2024-03-03,1625
8215,47,83,Enterobateria,2024-01-19,2024-02-09,2024-02-17,<1
8216,71,98,Staph,2024-02-17,2024-02-20,2024-03-02,<1
8217,60,74,EO157,2024-02-11,2024-02-24,2024-03-16,Negative
8218,50,30,Mold,2024-02-18,2024-02-25,2024-03-03,<1
8219,82,46,Listeria Mono,2024-02-14,2024-03-05,2024-03-09,Negative
8220,45,96,Aflatoxin,2024-01-15,2024-03-09,2024-03-10,<1
8221,30,87,Aerobic Place Count,2024-02-24,2024-03-04,2024-03-11,<1
8222,26,36,Aflatoxin,2024-02-04,2024-02-19,2024-02-20,<1
8223,42,51,Ochratoxin,2024-01-13,2024-01-13,2024-03-17,<1
8224,94,82,Listeria Mono,2024-03-09,2024-03-13,2024-03-13,Negative
8225,74,74,Mold,2024-02-07,2024-03-16,2024-03-17,<1
8226,63,18,Total Coliform,2024-02-27,2024-03-04,2024-03-16,<1
8227,42,15,Yeast,2024-02-14,2024-02-29,2024-03-10,<1
8228,74,33,Salmonella,2024-01-14,2024-03-06,2024-03-16,Negative
8229,55,76,Salmonella,2024-02-03,2024-02-07,2024-02-12,Negative
8230,85,89,Salmonella,2024-02-11,2024-02-15,2024-03-17,Negative
8231,87,7,Listeria Spp,2024-01-03,2024-01-26,2024-02-06,Negative
8232,47,59,Listeria Spp,2024-01-12,2024-03-07,2024-03-08,Negative
8233,56,15,Yeast,2024-02-12,2024-02-21,2024-03-13,<1
8234,96,31,EO157,2024-01-05,2024-01-29,2024-03-01,Negative
8235,50,59,Mold,2024-02-06,2024-02-09,2024-03-13,<1
8236,70,78,Aerobic Place Count,2024-02-12,2024-02-15,2024-03-12,<1
8237,65,59,Salmonella,2024-03-08,2024-03-13,2024-03-16,Negative
8238,9,90,Salmonella,2024-01-01,2024-03-12,2024-03-17,Negative
8239,53,19,Staph,2024-02-08,2024-03-02,2024-03-04,<1
8240,35,19,Aerobic Place Count,2024-03-07,2024-03-14,2024-03-15,<1
8241,94,34,Ochratoxin,2024-02-10,2024-02-26,2024-02-29,9781
8242,30,60,Mold,2024-02-08,2024-03-16,2024-03-16,<1
8243,48,46,E.Coli Count,2024-01-12,2024-01-30,2024-02-25,<1
8244,14,62,Enterobateria,2024-02-03,2024-02-27,2024-02-28,2947
8245,35,82,Total Coliform,2024-01-14,2024-03-10,2024-03-15,<1
8246,76,76,Aerobic Place Count,2024-03-09,2024-03-14,2024-03-14,<1
8247,71,11,Ochratoxin,2024-01-11,2024-02-09,2024-03-05,<1
8248,32,43,Mold,2024-02-21,2024-02-26,2024-03-01,<1
8249,32,68,Salmonella,2024-01-25,2024-02-03,2024-03-15,Negative
8250,98,100,Total Coliform,2024-01-20,2024-02-02,2024-03-04,<1
8251,33,26,Mold,2024-01-12,2024-03-05,2024-03-07,<1
8252,43,43,Aerobic Place Count,2024-01-17,2024-02-06,2024-02-10,<1
8253,22,48,E.Coli Count,2024-02-18,2024-02-27,2024-03-13,<1
8254,72,13,Listeria Spp,2024-02-13,2024-02-19,2024-03-01,Negative
8255,95,93,Salmonella,2024-02-13,2024-03-01,2024-03-13,Negative
8256,4,75,Listeria Mono,2024-03-08,2024-03-16,2024-03-17,Negative
8257,6,43,Aerobic Place Count,2024-03-03,2024-03-04,2024-03-10,<1
8258,42,51,E.Coli Count,2024-01-30,2024-03-09,2024-03-13,<1
8259,47,43,EO157,2024-01-06,2024-01-07,2024-03-10,Negative
8260,60,24,Aerobic Place Count,2024-01-27,2024-02-01,2024-02-18,<1
8261,99,5,Staph,2024-03-06,2024-03-15,2024-03-16,<1
8262,36,35,EO157,2024-03-15,2024-03-17,2024-03-17,Negative
8263,76,68,E.Coli Count,2024-03-03,2024-03-15,2024-03-15,2957
8264,23,40,E.Coli Count,2024-01-28,2024-03-02,2024-03-13,<1
8265,5,98,Mold,2024-01-10,2024-02-13,2024-02-19,<1
8266,15,49,Yeast,2024-01-01,2024-01-25,2024-01-30,<1
8267,43,2,Listeria Spp,2024-01-05,2024-03-16,2024-03-17,Negative
8268,66,33,Salmonella,2024-01-29,2024-02-05,2024-02-07,Negative
8269,68,56,Total Coliform,2024-02-07,2024-02-28,2024-03-09,<1
8270,91,100,Enterobateria,2024-02-18,2024-03-08,2024-03-17,<1
8271,84,86,Ochratoxin,2024-02-26,2024-03-16,2024-03-16,<1
8272,17,36,Total Coliform,2024-02-06,2024-02-23,2024-03-03,<1
8273,75,28,Enterobateria,2024-02-22,2024-03-17,2024-03-17,<1
8274,71,51,E.Coli Count,2024-03-16,2024-03-16,2024-03-16,<1
8275,3,100,Listeria Mono,2024-02-29,2024-03-06,2024-03-13,Negative
8276,62,81,Aflatoxin,2024-01-03,2024-03-09,2024-03-16,<1
8277,27,2,Ochratoxin,2024-02-05,2024-02-13,2024-02-14,<1
8278,98,61,Yeast,2024-01-06,2024-03-07,2024-03-10,<1
8279,7,56,Aflatoxin,2024-02-16,2024-03-09,2024-03-09,7481
8280,60,23,Total Coliform,2024-01-08,2024-01-24,2024-02-12,<1
8281,16,15,Salmonella,2024-02-02,2024-02-14,2024-03-07,Negative
8282,24,79,Enterobateria,2024-01-31,2024-02-27,2024-02-27,<1
8283,46,26,E.Coli Count,2024-02-11,2024-03-04,2024-03-07,<1
8284,100,19,Salmonella,2024-01-25,2024-02-10,2024-03-03,Negative
8285,25,45,Total Coliform,2024-02-18,2024-03-09,2024-03-15,<1
8286,44,72,Aflatoxin,2024-01-16,2024-01-25,2024-02-03,<1
8287,14,49,Aflatoxin,2024-02-25,2024-02-25,2024-03-12,<1
8288,91,65,Aerobic Place Count,2024-03-09,2024-03-09,2024-03-10,<1
8289,76,28,Aerobic Place Count,2024-02-11,2024-03-03,2024-03-06,<1
8290,58,77,Total Coliform,2024-01-21,2024-02-26,2024-03-13,<1
8291,72,98,Total Coliform,2024-01-28,2024-02-19,2024-02-27,<1
8292,86,2,Yeast,2024-02-05,2024-02-20,2024-03-16,<1
8293,15,88,Aerobic Place Count,2024-03-17,2024-03-17,2024-03-17,<1
8294,75,13,Listeria Spp,2024-01-30,2024-03-06,2024-03-12,Negative
8295,4,41,Listeria Spp,2024-01-19,2024-03-01,2024-03-12,Negative
8296,19,15,Aerobic Place Count,2024-03-08,2024-03-11,2024-03-15,<1
8297,76,86,Total Coliform,2024-02-25,2024-03-02,2024-03-11,<1
8298,5,67,Yeast,2024-01-25,2024-02-03,2024-03-14,<1
8299,42,43,Mold,2024-01-23,2024-03-02,2024-03-08,<1
8300,67,26,Mold,2024-03-04,2024-03-16,2024-03-17,<1
8301,41,12,Mold,2024-02-20,2024-02-20,2024-03-12,<1
8302,93,45,Mold,2024-01-09,2024-01-31,2024-03-03,<1
8303,73,6,Aflatoxin,2024-03-01,2024-03-09,2024-03-15,<1
8304,52,79,Listeria Mono,2024-01-27,2024-03-13,2024-03-13,Negative
8305,86,11,Enterobateria,2024-01-25,2024-02-06,2024-02-07,<1
8306,83,45,E.Coli Count,2024-02-14,2024-02-28,2024-03-17,<1
8307,61,19,Staph,2024-02-02,2024-02-29,2024-03-10,<1
8308,28,11,Enterobateria,2024-02-21,2024-03-08,2024-03-17,<1
8309,57,26,Aerobic Place Count,2024-02-18,2024-03-04,2024-03-06,<1
8310,54,59,Total Coliform,2024-02-23,2024-03-14,2024-03-14,<1
8311,6,38,Listeria Spp,2024-01-13,2024-02-24,2024-03-13,Negative
8312,60,37,Aerobic Place Count,2024-02-11,2024-03-16,2024-03-16,2586
8313,4,41,Ochratoxin,2024-01-23,2024-03-02,2024-03-05,<1
8314,29,19,Enterobateria,2024-02-27,2024-03-13,2024-03-16,<1
8315,89,46,Yeast,2024-01-22,2024-02-14,2024-02-20,<1
8316,61,87,Yeast,2024-01-15,2024-01-28,2024-02-23,<1
8317,87,74,Mold,2024-03-10,2024-03-10,2024-03-13,<1
8318,8,2,Mold,2024-03-12,2024-03-17,2024-03-17,<1
8319,77,76,Total Coliform,2024-02-14,2024-03-10,2024-03-13,<1
8320,21,11,Staph,2024-03-15,2024-03-15,2024-03-17,4536
8321,23,44,E.Coli Count,2024-01-07,2024-02-27,2024-03-09,<1
8322,63,22,Salmonella,2024-02-01,2024-02-03,2024-03-01,Negative
8323,26,42,Listeria Spp,2024-02-02,2024-03-05,2024-03-17,Negative
8324,62,68,Salmonella,2024-01-29,2024-02-04,2024-02-23,Negative
8325,97,99,Aerobic Place Count,2024-01-18,2024-01-24,2024-01-26,<1
